"92"	"46"	"1"	"0"	""	"0"	"179"	"100515010002"	"松城牌阻燃板15mmB1-C/新沂沪千"	"84.0000"	""	"0"	"0.00000000"	""	"1680.0000"	"1680.0000"	"0.0000"	""	""	""	"0"	""	""	""	"0.00"	"1008"
"93"	"47"	"1"	"0"	""	"0"	"179"	"100515010002"	"松城牌阻燃板15mmB1-C/新沂沪千"	"84.0000"	""	"0"	"0.00000000"	""	"1680.0000"	"0.0000"	"0.0000"	""	""	""	"0"	""	""	""	"0.00"	"1008"
"94"	"48"	"272"	"384"	"江苏新沂沪千人造板制造有限公司"	"40"	"181"	"100518010002"	"牛材-松城牌18mm阻燃板B1-C"	"70.0000"	"张"	"0"	"122.00000000"	""	"15.0000"	"15.0000"	"1830.0000"	""	""	""	"0"	""	""	""	"0.00"	"82"
"95"	"48"	"272"	"385"	"江苏新沂沪千人造板制造有限公司"	"39"	"179"	"100515010002"	"牛材-松城牌15mm阻燃板B1-C"	"84.0000"	"张"	"0"	"104.00000000"	""	"84.0000"	"84.0000"	"8736.0000"	""	""	""	"0"	""	""	""	"0.00"	"80"
"96"	"48"	"272"	"386"	"宣城市高立人造板有限责任公司"	"23"	"101"	"100118010002"	"牛材牌18mmE1级松杂板（3月11日）"	"70.0000"	"张"	"0"	"75.40000000"	""	"140.0000"	"140.0000"	"10556.0000"	""	""	""	"0"	""	""	""	"0.00"	"51"
"97"	"49"	"238"	"307"	""	"0"	"177"	"100512010002"	"牛材-松城牌12mm阻燃板B1-C"	"105.0000"	"张"	"0"	"87.00000000"	""	"525.0000"	"525.0000"	"45675.0000"	""	""	""	"0"	""	""	""	"0.00"	"1011"
"98"	"49"	"238"	"308"	""	"0"	"181"	"100518010002"	"牛材-松城牌18mm阻燃板B1-C"	"70.0000"	"张"	"0"	"120.00000000"	""	"420.0000"	"420.0000"	"50400.0000"	""	""	""	"0"	""	""	""	"0.00"	"1006"
"99"	"49"	"238"	"309"	""	"0"	"179"	"100515010002"	"牛材-松城牌15mm阻燃板B1-C"	"84.0000"	"张"	"0"	"102.00000000"	""	"252.0000"	"252.0000"	"25704.0000"	""	""	""	"0"	""	""	""	"0.00"	"1008"
"100"	"50"	"1"	"0"	""	"0"	"40"	"100109010001 "	"牛材牌常规密度板9mmE1/安徽沪千"	"120.0000"	""	"0"	"0.00000000"	""	"2160.0000"	"2160.0000"	"0.0000"	""	""	""	"0"	""	""	""	"0.00"	"1000"
"101"	"51"	"1"	"0"	""	"0"	"181"	"100518010002"	"松城牌阻燃板18mmB1-C/新沂沪千"	"70.0000"	""	"0"	"0.00000000"	""	"700.0000"	"700.0000"	"0.0000"	""	""	""	"0"	""	""	""	"0.00"	"1006"
